NID,Plot,Trail,Study,Species,Year,PlotYear,ident,FATE,EXP,OrdDate,TrailDist,RoadDist,EdgeDist,WTR,WBH,GPH,Core500,Edge60m,Core10km,Edge6010km,PatchArea,CoreArea,TrailType,UseLevel,PlotType,PatchType
ST3-AMRO-1,ST3,ST3,MAH,AMRO,2012,ST3-12,ST3-AMRO-1_2012,NA,0,161,44.84,590.44,404.78,0.95,2.6,1,0.897818599,0.076923077,0.217800036,0.105230771,93.79485029,93.79485029,Constructed,L,C,Core
ST3-AMRO-1,ST3,ST3,MAH,AMRO,2012,ST3-12,ST3-AMRO-1_2012,NA,0,164,44.84,590.44,404.78,0.95,2.6,1,0.897818599,0.076923077,0.217800036,0.105230771,93.79485029,93.79485029,Constructed,L,C,Core
ST3-AMRO-1,ST3,ST3,MAH,AMRO,2012,ST3-12,ST3-AMRO-1_2012,NA,0,167,44.84,590.44,404.78,0.95,2.6,1,0.897818599,0.076923077,0.217800036,0.105230771,93.79485029,93.79485029,Constructed,L,C,Core
ST3-AMRO-1,ST3,ST3,MAH,AMRO,2012,ST3-12,ST3-AMRO-1_2012,NA,0,170,44.84,590.44,404.78,0.95,2.6,1,0.897818599,0.076923077,0.217800036,0.105230771,93.79485029,93.79485029,Constructed,L,C,Core
ST3-AMRO-1,ST3,ST3,MAH,AMRO,2012,ST3-12,ST3-AMRO-1_2012,NA,0,173,44.84,590.44,404.78,0.95,2.6,1,0.897818599,0.076923077,0.217800036,0.105230771,93.79485029,93.79485029,Constructed,L,C,Core
ST3-AMRO-1,ST3,ST3,MAH,AMRO,2012,ST3-12,ST3-AMRO-1_2012,NA,0,179,44.84,590.44,404.78,0.95,2.6,1,0.897818599,0.076923077,0.217800036,0.105230771,93.79485029,93.79485029,Constructed,L,C,Core
UWT-AMRO-1,UWT,UWT,MAH,AMRO,2012,UWT-12,UWT-AMRO-1_2012,2,0,172,7.28,725.92,37.48,2.46,5.868902439,2.17,0.933562428,0.057273769,0.234022621,0.092993674,493.1557688,493.1557688,Old Road,H,R,Core
UWT-AMRO-1,UWT,UWT,MAH,AMRO,2012,UWT-12,UWT-AMRO-1_2012,1,3,175,7.28,725.92,37.48,2.46,5.868902439,2.17,0.933562428,0.057273769,0.234022621,0.092993674,493.1557688,493.1557688,Old Road,H,R,Core
UWT-AMRO-1,UWT,UWT,MAH,AMRO,2012,UWT-12,UWT-AMRO-1_2012,0,3,178,7.28,725.92,37.48,2.46,5.868902439,2.17,0.933562428,0.057273769,0.234022621,0.092993674,493.1557688,493.1557688,Old Road,H,R,Core
UWT-AMRO-1,UWT,UWT,MAH,AMRO,2012,UWT-12,UWT-AMRO-1_2012,NA,0,181,7.28,725.92,37.48,2.46,5.868902439,2.17,0.933562428,0.057273769,0.234022621,0.092993674,493.1557688,493.1557688,Old Road,H,R,Core
BH1-AMRO-1,BH1,BH1,MAH,AMRO,2013,BH1-13,BH1-AMRO-1_2013,1,0,144,4.716133852,568.97,21.51,0.533,3.133,0.11,1,0,0.282542302,0.098224262,2754.734404,2754.734404,Constructed,L,C,Core
BH1-AMRO-1,BH1,BH1,MAH,AMRO,2013,BH1-13,BH1-AMRO-1_2013,1,5,149,4.716133852,568.97,21.51,0.533,3.133,0.11,1,0,0.282542302,0.098224262,2754.734404,2754.734404,Constructed,L,C,Core
BH1-AMRO-1,BH1,BH1,MAH,AMRO,2013,BH1-13,BH1-AMRO-1_2013,0,3,152,4.716133852,568.97,21.51,0.533,3.133,0.11,1,0,0.282542302,0.098224262,2754.734404,2754.734404,Constructed,L,C,Core
CP1-AMRO-1,CP1,ST1,MAH,AMRO,2013,CP1-13,CP1-AMRO-1_2013,1,0,150,252.6994965,512.28,410.69,0.866666667,2.466666667,0.75,0.95862069,0.031034483,0.21573279,0.106633891,252.6257898,252.6257898,Constructed,H,I,Core
CP1-AMRO-1,CP1,ST1,MAH,AMRO,2013,CP1-13,CP1-AMRO-1_2013,1,4,154,252.6994965,512.28,410.69,0.866666667,2.466666667,0.75,0.95862069,0.031034483,0.21573279,0.106633891,252.6257898,252.6257898,Constructed,H,I,Core
CP1-AMRO-1,CP1,ST1,MAH,AMRO,2013,CP1-13,CP1-AMRO-1_2013,1,3,157,252.6994965,512.28,410.69,0.866666667,2.466666667,0.75,0.95862069,0.031034483,0.21573279,0.106633891,252.6257898,252.6257898,Constructed,H,I,Core
CP1-AMRO-1,CP1,ST1,MAH,AMRO,2013,CP1-13,CP1-AMRO-1_2013,1,4,161,252.6994965,512.28,410.69,0.866666667,2.466666667,0.75,0.95862069,0.031034483,0.21573279,0.106633891,252.6257898,252.6257898,Constructed,H,I,Core
CP1-AMRO-1,CP1,ST1,MAH,AMRO,2013,CP1-13,CP1-AMRO-1_2013,1,3,164,252.6994965,512.28,410.69,0.866666667,2.466666667,0.75,0.95862069,0.031034483,0.21573279,0.106633891,252.6257898,252.6257898,Constructed,H,I,Core
CP1-AMRO-1,CP1,ST1,MAH,AMRO,2013,CP1-13,CP1-AMRO-1_2013,1,4,168,252.6994965,512.28,410.69,0.866666667,2.466666667,0.75,0.95862069,0.031034483,0.21573279,0.106633891,252.6257898,252.6257898,Constructed,H,I,Core
CP1-AMRO-2,CP1,ST1,MAH,AMRO,2013,CP1-13,CP1-AMRO-2_2013,1,0,164,266.0621445,562.76,484.06,0.866666667,2.466666667,0.75,0.983908046,0.016091954,0.215652442,0.10670966,252.6257898,252.6257898,Constructed,H,I,Core
CP1-AMRO-2,CP1,ST1,MAH,AMRO,2013,CP1-13,CP1-AMRO-2_2013,1,4,168,266.0621445,562.76,484.06,0.866666667,2.466666667,0.75,0.983908046,0.016091954,0.215652442,0.10670966,252.6257898,252.6257898,Constructed,H,I,Core
CP1-AMRO-2,CP1,ST1,MAH,AMRO,2013,CP1-13,CP1-AMRO-2_2013,1,3,171,266.0621445,562.76,484.06,0.866666667,2.466666667,0.75,0.983908046,0.016091954,0.215652442,0.10670966,252.6257898,252.6257898,Constructed,H,I,Core
CP1-AMRO-2,CP1,ST1,MAH,AMRO,2013,CP1-13,CP1-AMRO-2_2013,0,5,176,266.0621445,562.76,484.06,0.866666667,2.466666667,0.75,0.983908046,0.016091954,0.215652442,0.10670966,252.6257898,252.6257898,Constructed,H,I,Core
CP2-AMRO-1,CP2,ST3,MAH,AMRO,2013,CP2-13,CP2-AMRO-1_2013,1,0,145,446.2490132,416.54,369.88,0.95,2.6,1,0.796571429,0.136,0.217035888,0.106924467,93.79485029,93.79485029,Constructed,L,I,Core
CP2-AMRO-1,CP2,ST3,MAH,AMRO,2013,CP2-13,CP2-AMRO-1_2013,0,5,150,446.2490132,416.54,369.88,0.95,2.6,1,0.796571429,0.136,0.217035888,0.106924467,93.79485029,93.79485029,Constructed,L,I,Core
CP2-AMRO-2,CP2,ST3,MAH,AMRO,2013,CP2-13,CP2-AMRO-2_2013,1,0,176,426.9475845,497.36,306.4,0.95,2.6,1,0.747706422,0.130733945,0.215917017,0.106927669,43.69881962,0,Constructed,L,I,Edge
CP2-AMRO-2,CP2,ST3,MAH,AMRO,2013,CP2-13,CP2-AMRO-2_2013,1,3,179,426.9475845,497.36,306.4,0.95,2.6,1,0.747706422,0.130733945,0.215917017,0.106927669,43.69881962,0,Constructed,L,I,Edge
CP2-AMRO-2,CP2,ST3,MAH,AMRO,2013,CP2-13,CP2-AMRO-2_2013,1,4,183,426.9475845,497.36,306.4,0.95,2.6,1,0.747706422,0.130733945,0.215917017,0.106927669,43.69881962,0,Constructed,L,I,Edge
CP2-AMRO-2,CP2,ST3,MAH,AMRO,2013,CP2-13,CP2-AMRO-2_2013,1,3,186,426.9475845,497.36,306.4,0.95,2.6,1,0.747706422,0.130733945,0.215917017,0.106927669,43.69881962,0,Constructed,L,I,Edge
CP2-AMRO-2,CP2,ST3,MAH,AMRO,2013,CP2-13,CP2-AMRO-2_2013,1,4,190,426.9475845,497.36,306.4,0.95,2.6,1,0.747706422,0.130733945,0.215917017,0.106927669,43.69881962,0,Constructed,L,I,Edge
CP2-AMRO-2,CP2,ST3,MAH,AMRO,2013,CP2-13,CP2-AMRO-2_2013,0,3,193,426.9475845,497.36,306.4,0.95,2.6,1,0.747706422,0.130733945,0.215917017,0.106927669,43.69881962,0,Constructed,L,I,Edge
CP2-AMRO-3,CP2,ST3,MAH,AMRO,2013,CP2-13,CP2-AMRO-3_2013,1,0,193,429.3722519,497.62,301.78,0.95,2.6,1,0.73997709,0.134020619,0.215864108,0.1069286,43.69881962,0,Constructed,L,I,Edge
CP2-AMRO-3,CP2,ST3,MAH,AMRO,2013,CP2-13,CP2-AMRO-3_2013,1,4,197,429.3722519,497.62,301.78,0.95,2.6,1,0.73997709,0.134020619,0.215864108,0.1069286,43.69881962,0,Constructed,L,I,Edge
CP2-AMRO-3,CP2,ST3,MAH,AMRO,2013,CP2-13,CP2-AMRO-3_2013,1,3,200,429.3722519,497.62,301.78,0.95,2.6,1,0.73997709,0.134020619,0.215864108,0.1069286,43.69881962,0,Constructed,L,I,Edge
CP2-AMRO-3,CP2,ST3,MAH,AMRO,2013,CP2-13,CP2-AMRO-3_2013,1,4,204,429.3722519,497.62,301.78,0.95,2.6,1,0.73997709,0.134020619,0.215864108,0.1069286,43.69881962,0,Constructed,L,I,Edge
CP2-AMRO-3,CP2,ST3,MAH,AMRO,2013,CP2-13,CP2-AMRO-3_2013,1,3,207,429.3722519,497.62,301.78,0.95,2.6,1,0.73997709,0.134020619,0.215864108,0.1069286,43.69881962,0,Constructed,L,I,Edge
CP2-AMRO-3,CP2,ST3,MAH,AMRO,2013,CP2-13,CP2-AMRO-3_2013,1,4,211,429.3722519,497.62,301.78,0.95,2.6,1,0.73997709,0.134020619,0.215864108,0.1069286,43.69881962,0,Constructed,L,I,Edge
CP3-AMRO-1,CP3,UET,MAH,AMRO,2013,CP3-13,CP3-AMRO-1_2013,1,0,177,108.2865997,746.16,695.01,1.433333333,3.933333333,2.05,1,0,0.229148525,0.095657697,493.1557688,493.1557688,Constructed,H,I,Core
CP3-AMRO-2,CP3,UET,MAH,AMRO,2013,CP3-13,CP3-AMRO-2_2013,1,0,155,225.9642733,846.94,633.48,1.433333333,3.933333333,2.05,1,0,0.232261239,0.097889764,493.1557688,493.1557688,Constructed,H,I,Core
CP3-AMRO-2,CP3,UET,MAH,AMRO,2013,CP3-13,CP3-AMRO-2_2013,1,3,158,225.9642733,846.94,633.48,1.433333333,3.933333333,2.05,1,0,0.232261239,0.097889764,493.1557688,493.1557688,Constructed,H,I,Core
CP3-AMRO-2,CP3,UET,MAH,AMRO,2013,CP3-13,CP3-AMRO-2_2013,1,4,162,225.9642733,846.94,633.48,1.433333333,3.933333333,2.05,1,0,0.232261239,0.097889764,493.1557688,493.1557688,Constructed,H,I,Core
CP3-AMRO-2,CP3,UET,MAH,AMRO,2013,CP3-13,CP3-AMRO-2_2013,1,3,165,225.9642733,846.94,633.48,1.433333333,3.933333333,2.05,1,0,0.232261239,0.097889764,493.1557688,493.1557688,Constructed,H,I,Core
CP3-AMRO-2,CP3,UET,MAH,AMRO,2013,CP3-13,CP3-AMRO-2_2013,1,4,169,225.9642733,846.94,633.48,1.433333333,3.933333333,2.05,1,0,0.232261239,0.097889764,493.1557688,493.1557688,Constructed,H,I,Core
CP3-AMRO-2,CP3,UET,MAH,AMRO,2013,CP3-13,CP3-AMRO-2_2013,1,8,177,225.9642733,846.94,633.48,1.433333333,3.933333333,2.05,1,0,0.232261239,0.097889764,493.1557688,493.1557688,Constructed,H,I,Core
CP3-AMRO-2,CP3,UET,MAH,AMRO,2013,CP3-13,CP3-AMRO-2_2013,0,3,180,225.9642733,846.94,633.48,1.433333333,3.933333333,2.05,1,0,0.232261239,0.097889764,493.1557688,493.1557688,Constructed,H,I,Core
CP3-AMRO-3,CP3,UET,MAH,AMRO,2013,CP3-13,CP3-AMRO-3_2013,1,0,177,152.3485751,837.42,748.11,1.433333333,3.933333333,2.05,1,0,0.23007868,0.096357983,493.1557688,493.1557688,Constructed,H,I,Core
CP3-AMRO-3,CP3,UET,MAH,AMRO,2013,CP3-13,CP3-AMRO-3_2013,1,3,180,152.3485751,837.42,748.11,1.433333333,3.933333333,2.05,1,0,0.23007868,0.096357983,493.1557688,493.1557688,Constructed,H,I,Core
CP3-AMRO-3,CP3,UET,MAH,AMRO,2013,CP3-13,CP3-AMRO-3_2013,1,4,184,152.3485751,837.42,748.11,1.433333333,3.933333333,2.05,1,0,0.23007868,0.096357983,493.1557688,493.1557688,Constructed,H,I,Core
CP3-AMRO-3,CP3,UET,MAH,AMRO,2013,CP3-13,CP3-AMRO-3_2013,1,3,187,152.3485751,837.42,748.11,1.433333333,3.933333333,2.05,1,0,0.23007868,0.096357983,493.1557688,493.1557688,Constructed,H,I,Core
CP3-AMRO-3,CP3,UET,MAH,AMRO,2013,CP3-13,CP3-AMRO-3_2013,0,4,191,152.3485751,837.42,748.11,1.433333333,3.933333333,2.05,1,0,0.23007868,0.096357983,493.1557688,493.1557688,Constructed,H,I,Core
CP4-AMRO-1,CP4,BRN,MAH,AMRO,2013,CP4-13,CP4-AMRO-1_2013,1,0,155,657.4415119,578.58,542.04,1.29305,6.00589,0,0.997709049,0.002290951,0.251332885,0.088845597,1031.448861,1031.448861,Constructed,L,I,Core
CP4-AMRO-1,CP4,BRN,MAH,AMRO,2013,CP4-13,CP4-AMRO-1_2013,1,3,158,657.4415119,578.58,542.04,1.29305,6.00589,0,0.997709049,0.002290951,0.251332885,0.088845597,1031.448861,1031.448861,Constructed,L,I,Core
CP4-AMRO-1,CP4,BRN,MAH,AMRO,2013,CP4-13,CP4-AMRO-1_2013,0,4,162,657.4415119,578.58,542.04,1.29305,6.00589,0,0.997709049,0.002290951,0.251332885,0.088845597,1031.448861,1031.448861,Constructed,L,I,Core
CP6-AMRO-2,CP6,SHT,MAH,AMRO,2013,CP6-13,CP6-AMRO-2_2013,1,0,170,621.6023068,306.76,225.99,1.4,5.833,0.04,0.632,0.165714286,0.261739429,0.099432795,188.4612781,188.4612781,Old Road,L,I,Core
CP6-AMRO-2,CP6,SHT,MAH,AMRO,2013,CP6-13,CP6-AMRO-2_2013,1,5,175,621.6023068,306.76,225.99,1.4,5.833,0.04,0.632,0.165714286,0.261739429,0.099432795,188.4612781,188.4612781,Old Road,L,I,Core
CP6-AMRO-2,CP6,SHT,MAH,AMRO,2013,CP6-13,CP6-AMRO-2_2013,1,3,178,621.6023068,306.76,225.99,1.4,5.833,0.04,0.632,0.165714286,0.261739429,0.099432795,188.4612781,188.4612781,Old Road,L,I,Core
CP6-AMRO-2,CP6,SHT,MAH,AMRO,2013,CP6-13,CP6-AMRO-2_2013,1,4,182,621.6023068,306.76,225.99,1.4,5.833,0.04,0.632,0.165714286,0.261739429,0.099432795,188.4612781,188.4612781,Old Road,L,I,Core
CP9-AMRO-1,CP9,HDS,MAH,AMRO,2013,CP9-13,CP9-AMRO-1_2013,1,0,189,288.9137588,392.34,269.47,2.294466667,0.04,0.499533333,0.688073394,0.135321101,0.206855948,0.132589388,398.4022122,398.4022122,Constructed,L,I,Core
CP9-AMRO-1,CP9,HDS,MAH,AMRO,2013,CP9-13,CP9-AMRO-1_2013,1,3,192,288.9137588,392.34,269.47,2.294466667,0.04,0.499533333,0.688073394,0.135321101,0.206855948,0.132589388,398.4022122,398.4022122,Constructed,L,I,Core
EBS-AMRO-1,EBS,EBS,MAH,AMRO,2013,EBS-13,EBS-AMRO-1_2013,1,0,148,0.846378129,580.97,114.51,2.366666667,3.8,2.883076923,0.760595647,0.128293242,0.23938162,0.091227105,493.1557688,493.1557688,Old Road,H,R,Core
EBS-AMRO-1,EBS,EBS,MAH,AMRO,2013,EBS-13,EBS-AMRO-1_2013,1,3,151,0.846378129,580.97,114.51,2.366666667,3.8,2.883076923,0.760595647,0.128293242,0.23938162,0.091227105,493.1557688,493.1557688,Old Road,H,R,Core
EBS-AMRO-1,EBS,EBS,MAH,AMRO,2013,EBS-13,EBS-AMRO-1_2013,1,4,155,0.846378129,580.97,114.51,2.366666667,3.8,2.883076923,0.760595647,0.128293242,0.23938162,0.091227105,493.1557688,493.1557688,Old Road,H,R,Core
EBS-AMRO-1,EBS,EBS,MAH,AMRO,2013,EBS-13,EBS-AMRO-1_2013,1,3,158,0.846378129,580.97,114.51,2.366666667,3.8,2.883076923,0.760595647,0.128293242,0.23938162,0.091227105,493.1557688,493.1557688,Old Road,H,R,Core
EBS-AMRO-1,EBS,EBS,MAH,AMRO,2013,EBS-13,EBS-AMRO-1_2013,1,4,162,0.846378129,580.97,114.51,2.366666667,3.8,2.883076923,0.760595647,0.128293242,0.23938162,0.091227105,493.1557688,493.1557688,Old Road,H,R,Core
EBS-AMRO-1,EBS,EBS,MAH,AMRO,2013,EBS-13,EBS-AMRO-1_2013,1,3,165,0.846378129,580.97,114.51,2.366666667,3.8,2.883076923,0.760595647,0.128293242,0.23938162,0.091227105,493.1557688,493.1557688,Old Road,H,R,Core
EBS-AMRO-2,EBS,EBS,MAH,AMRO,2013,EBS-13,EBS-AMRO-2_2013,1,0,151,1.499878798,529.27,8.72,2.366666667,3.8,2.883076923,0.714776632,0.154639175,0.237370627,0.09109477,493.1557688,493.1557688,Old Road,H,R,Core
EBS-AMRO-2,EBS,EBS,MAH,AMRO,2013,EBS-13,EBS-AMRO-2_2013,1,4,155,1.499878798,529.27,8.72,2.366666667,3.8,2.883076923,0.714776632,0.154639175,0.237370627,0.09109477,493.1557688,493.1557688,Old Road,H,R,Core
EBS-AMRO-2,EBS,EBS,MAH,AMRO,2013,EBS-13,EBS-AMRO-2_2013,1,3,158,1.499878798,529.27,8.72,2.366666667,3.8,2.883076923,0.714776632,0.154639175,0.237370627,0.09109477,493.1557688,493.1557688,Old Road,H,R,Core
EBS-AMRO-2,EBS,EBS,MAH,AMRO,2013,EBS-13,EBS-AMRO-2_2013,1,4,162,1.499878798,529.27,8.72,2.366666667,3.8,2.883076923,0.714776632,0.154639175,0.237370627,0.09109477,493.1557688,493.1557688,Old Road,H,R,Core
EBS-AMRO-2,EBS,EBS,MAH,AMRO,2013,EBS-13,EBS-AMRO-2_2013,1,3,165,1.499878798,529.27,8.72,2.366666667,3.8,2.883076923,0.714776632,0.154639175,0.237370627,0.09109477,493.1557688,493.1557688,Old Road,H,R,Core
EBS-AMRO-2,EBS,EBS,MAH,AMRO,2013,EBS-13,EBS-AMRO-2_2013,1,4,169,1.499878798,529.27,8.72,2.366666667,3.8,2.883076923,0.714776632,0.154639175,0.237370627,0.09109477,493.1557688,493.1557688,Old Road,H,R,Core
EBS-AMRO-2,EBS,EBS,MAH,AMRO,2013,EBS-13,EBS-AMRO-2_2013,1,3,172,1.499878798,529.27,8.72,2.366666667,3.8,2.883076923,0.714776632,0.154639175,0.237370627,0.09109477,493.1557688,493.1557688,Old Road,H,R,Core
EBS-AMRO-2,EBS,EBS,MAH,AMRO,2013,EBS-13,EBS-AMRO-2_2013,1,8,180,1.499878798,529.27,8.72,2.366666667,3.8,2.883076923,0.714776632,0.154639175,0.237370627,0.09109477,493.1557688,493.1557688,Old Road,H,R,Core
EBS-AMRO-3,EBS,EBS,MAH,AMRO,2013,EBS-13,EBS-AMRO-3_2013,1,0,165,96.39359699,405.24,52.71,2.366666667,3.8,2.883076923,0.577625571,0.238584475,0.237340911,0.090255717,493.1557688,493.1557688,Old Road,H,R,Core
EBS-AMRO-3,EBS,EBS,MAH,AMRO,2013,EBS-13,EBS-AMRO-3_2013,1,4,169,96.39359699,405.24,52.71,2.366666667,3.8,2.883076923,0.577625571,0.238584475,0.237340911,0.090255717,493.1557688,493.1557688,Old Road,H,R,Core
EBS-AMRO-3,EBS,EBS,MAH,AMRO,2013,EBS-13,EBS-AMRO-3_2013,1,3,172,96.39359699,405.24,52.71,2.366666667,3.8,2.883076923,0.577625571,0.238584475,0.237340911,0.090255717,493.1557688,493.1557688,Old Road,H,R,Core
EBS-AMRO-3,EBS,EBS,MAH,AMRO,2013,EBS-13,EBS-AMRO-3_2013,1,8,180,96.39359699,405.24,52.71,2.366666667,3.8,2.883076923,0.577625571,0.238584475,0.237340911,0.090255717,493.1557688,493.1557688,Old Road,H,R,Core
EBS-AMRO-3,EBS,EBS,MAH,AMRO,2013,EBS-13,EBS-AMRO-3_2013,0,4,184,96.39359699,405.24,52.71,2.366666667,3.8,2.883076923,0.577625571,0.238584475,0.237340911,0.090255717,493.1557688,493.1557688,Old Road,H,R,Core
EBS-AMRO-4,EBS,EBS,MAH,AMRO,2013,EBS-13,EBS-AMRO-4_2013,1,0,165,6.886935704,476.81,0,2.366666667,3.8,2.883076923,0.649484536,0.198167239,0.240664186,0.090675215,493.1557688,493.1557688,Old Road,H,R,Core
EBS-AMRO-4,EBS,EBS,MAH,AMRO,2013,EBS-13,EBS-AMRO-4_2013,1,4,169,6.886935704,476.81,0,2.366666667,3.8,2.883076923,0.649484536,0.198167239,0.240664186,0.090675215,493.1557688,493.1557688,Old Road,H,R,Core
EBS-AMRO-4,EBS,EBS,MAH,AMRO,2013,EBS-13,EBS-AMRO-4_2013,0,3,172,6.886935704,476.81,0,2.366666667,3.8,2.883076923,0.649484536,0.198167239,0.240664186,0.090675215,493.1557688,493.1557688,Old Road,H,R,Core
EBW-AMRO-1,EBW,EBW,MAH,AMRO,2013,EBW-13,EBW-AMRO-1_2013,1,0,151,37.39163266,705.65,395.54,4.266666667,3.55,3.233333333,0.956471936,0.033218786,0.243013199,0.094983255,493.1557688,493.1557688,Old Road,H,R,Core
EBW-AMRO-1,EBW,EBW,MAH,AMRO,2013,EBW-13,EBW-AMRO-1_2013,1,4,155,37.39163266,705.65,395.54,4.266666667,3.55,3.233333333,0.956471936,0.033218786,0.243013199,0.094983255,493.1557688,493.1557688,Old Road,H,R,Core
EBW-AMRO-1,EBW,EBW,MAH,AMRO,2013,EBW-13,EBW-AMRO-1_2013,1,3,158,37.39163266,705.65,395.54,4.266666667,3.55,3.233333333,0.956471936,0.033218786,0.243013199,0.094983255,493.1557688,493.1557688,Old Road,H,R,Core
EBW-AMRO-1,EBW,EBW,MAH,AMRO,2013,EBW-13,EBW-AMRO-1_2013,1,4,162,37.39163266,705.65,395.54,4.266666667,3.55,3.233333333,0.956471936,0.033218786,0.243013199,0.094983255,493.1557688,493.1557688,Old Road,H,R,Core
EBW-AMRO-1,EBW,EBW,MAH,AMRO,2013,EBW-13,EBW-AMRO-1_2013,1,3,165,37.39163266,705.65,395.54,4.266666667,3.55,3.233333333,0.956471936,0.033218786,0.243013199,0.094983255,493.1557688,493.1557688,Old Road,H,R,Core
EBW-AMRO-1,EBW,EBW,MAH,AMRO,2013,EBW-13,EBW-AMRO-1_2013,1,4,169,37.39163266,705.65,395.54,4.266666667,3.55,3.233333333,0.956471936,0.033218786,0.243013199,0.094983255,493.1557688,493.1557688,Old Road,H,R,Core
EBW-AMRO-1,EBW,EBW,MAH,AMRO,2013,EBW-13,EBW-AMRO-1_2013,1,3,172,37.39163266,705.65,395.54,4.266666667,3.55,3.233333333,0.956471936,0.033218786,0.243013199,0.094983255,493.1557688,493.1557688,Old Road,H,R,Core
EBW-AMRO-1,EBW,EBW,MAH,AMRO,2013,EBW-13,EBW-AMRO-1_2013,2,0,177,37.39163266,705.65,395.54,4.266666667,3.55,3.233333333,0.956471936,0.033218786,0.243013199,0.094983255,493.1557688,493.1557688,Old Road,H,R,Core
HDT-AMRO-1,HDT,HDT,MAH,AMRO,2013,HDT-13,HDT-AMRO-1_2013,2,0,141,57.63031772,1397.91,144.8,4.1,0.04,1.916666667,0.635321101,0.160550459,0.228809796,0.129371621,704.8031688,704.8031688,Old Road,L,R,Core
HDT-AMRO-1,HDT,HDT,MAH,AMRO,2013,HDT-13,HDT-AMRO-1_2013,2,0,144,57.63031772,1397.91,144.8,4.1,0.04,1.916666667,0.635321101,0.160550459,0.228809796,0.129371621,704.8031688,704.8031688,Old Road,L,R,Core
HDT-AMRO-1,HDT,HDT,MAH,AMRO,2013,HDT-13,HDT-AMRO-1_2013,2,0,152,57.63031772,1397.91,144.8,4.1,0.04,1.916666667,0.635321101,0.160550459,0.228809796,0.129371621,704.8031688,704.8031688,Old Road,L,R,Core
HDT-AMRO-2,HDT,HDT,MAH,AMRO,2013,HDT-13,HDT-AMRO-2_2013,1,0,141,5.220612733,1423.6,203.3,4.1,0.04,1.916666667,0.687214612,0.142694064,0.228797731,0.129456587,704.8031688,704.8031688,Old Road,L,R,Core
HDT-AMRO-2,HDT,HDT,MAH,AMRO,2013,HDT-13,HDT-AMRO-2_2013,1,3,144,5.220612733,1423.6,203.3,4.1,0.04,1.916666667,0.687214612,0.142694064,0.228797731,0.129456587,704.8031688,704.8031688,Old Road,L,R,Core
HDT-AMRO-2,HDT,HDT,MAH,AMRO,2013,HDT-13,HDT-AMRO-2_2013,1,5,149,5.220612733,1423.6,203.3,4.1,0.04,1.916666667,0.687214612,0.142694064,0.228797731,0.129456587,704.8031688,704.8031688,Old Road,L,R,Core
RMT-AMRO-1,RMT,RMT,MAH,AMRO,2013,RMT-13,RMT-AMRO-1_2013,1,0,177,27.17722144,397.54,243.92,0.633333333,1.666666667,1.879615385,0.593570608,0.1836969,0.223137815,0.095155441,493.1557688,493.1557688,Constructed,L,C,Core
RMT-AMRO-1,RMT,RMT,MAH,AMRO,2013,RMT-13,RMT-AMRO-1_2013,1,0,177,27.17722144,397.54,243.92,0.633333333,1.666666667,1.879615385,0.593570608,0.1836969,0.223137815,0.095155441,493.1557688,493.1557688,Constructed,L,C,Core
RMT-AMRO-1,RMT,RMT,MAH,AMRO,2013,RMT-13,RMT-AMRO-1_2013,1,3,180,27.17722144,397.54,243.92,0.633333333,1.666666667,1.879615385,0.593570608,0.1836969,0.223137815,0.095155441,493.1557688,493.1557688,Constructed,L,C,Core
RMT-AMRO-1,RMT,RMT,MAH,AMRO,2013,RMT-13,RMT-AMRO-1_2013,1,4,184,27.17722144,397.54,243.92,0.633333333,1.666666667,1.879615385,0.593570608,0.1836969,0.223137815,0.095155441,493.1557688,493.1557688,Constructed,L,C,Core
RMT-AMRO-1,RMT,RMT,MAH,AMRO,2013,RMT-13,RMT-AMRO-1_2013,1,3,187,27.17722144,397.54,243.92,0.633333333,1.666666667,1.879615385,0.593570608,0.1836969,0.223137815,0.095155441,493.1557688,493.1557688,Constructed,L,C,Core
