NID,Plot,Trail,Study,Species,Year,PlotYear,ident,FATE,EXP,ParaStat,OrdDate,OrdDate2,TrailDist,RoadDist,EdgeDist,WTR,WBH,GPH,NonCore10km,Core500,Edge60m,Core10km,Edge60m10km,PatchArea,CoreArea,TrailType,UseLevel,PlotType,PatchType
CP3-WOTH-2-13,UET,CP3,MAH,WOTH,2013,UET-13,CP3-WOTH-2_2013,1,1,1,169,28561,439.35,935,523.07,1.43,3.93,2.05,0.59,0.99,0.01,0.23,0.1,493.16,493.16,Constructed,H,I,Core
CP3-WOTH-2-13,UET,CP3,MAH,WOTH,2013,UET-13,CP3-WOTH-2_2013,1,8,1,177,31329,439.35,935,523.07,1.43,3.93,2.05,0.59,0.99,0.01,0.23,0.1,493.16,493.16,Constructed,H,I,Core
CP3-WOTH-2-13,UET,CP3,MAH,WOTH,2013,UET-13,CP3-WOTH-2_2013,0,3,1,180,32400,439.35,935,523.07,1.43,3.93,2.05,0.59,0.99,0.01,0.23,0.1,493.16,493.16,Constructed,H,I,Core
CP3-WOTH-2-13,UET,CP3,MAH,WOTH,2013,UET-13,CP3-WOTH-2_2013,NA,4,1,184,33856,439.35,935,523.07,1.43,3.93,2.05,0.59,0.99,0.01,0.23,0.1,493.16,493.16,Constructed,H,I,Core
CP3-WOTH-3-13,UET,CP3,MAH,WOTH,2013,UET-13,CP3-WOTH-3_2013,1,0,NA,184,33856,132.19,918.46,615.57,1.43,3.93,2.05,0.59,1,0,0.23,0.1,493.16,493.16,Constructed,H,I,Core
CP3-WOTH-3-13,UET,CP3,MAH,WOTH,2013,UET-13,CP3-WOTH-3_2013,1,3,NA,187,34969,132.19,918.46,615.57,1.43,3.93,2.05,0.59,1,0,0.23,0.1,493.16,493.16,Constructed,H,I,Core
CP3-WOTH-3-13,UET,CP3,MAH,WOTH,2013,UET-13,CP3-WOTH-3_2013,1,4,NA,191,36481,132.19,918.46,615.57,1.43,3.93,2.05,0.59,1,0,0.23,0.1,493.16,493.16,Constructed,H,I,Core
CP3-WOTH-3-13,UET,CP3,MAH,WOTH,2013,UET-13,CP3-WOTH-3_2013,1,3,NA,194,37636,132.19,918.46,615.57,1.43,3.93,2.05,0.59,1,0,0.23,0.1,493.16,493.16,Constructed,H,I,Core
CP3-WOTH-3-13,UET,CP3,MAH,WOTH,2013,UET-13,CP3-WOTH-3_2013,1,4,NA,198,39204,132.19,918.46,615.57,1.43,3.93,2.05,0.59,1,0,0.23,0.1,493.16,493.16,Constructed,H,I,Core
CP3-WOTH-3-13,UET,CP3,MAH,WOTH,2013,UET-13,CP3-WOTH-3_2013,1,2,NA,200,40000,132.19,918.46,615.57,1.43,3.93,2.05,0.59,1,0,0.23,0.1,493.16,493.16,Constructed,H,I,Core
CP3-WOTH-3-13,UET,CP3,MAH,WOTH,2013,UET-13,CP3-WOTH-3_2013,1,5,NA,205,42025,132.19,918.46,615.57,1.43,3.93,2.05,0.59,1,0,0.23,0.1,493.16,493.16,Constructed,H,I,Core
CP4-WOTH-1-13,BRN,CP4,MAH,WOTH,2013,BRN-13,CP4-WOTH-1_2013,1,0,1,148,21904,527.7,702.4,667.21,1.29,6.01,0,0.59,1,0,0.25,0.09,1031.45,1031.45,Constructed,L,I,Core
CP4-WOTH-1-13,BRN,CP4,MAH,WOTH,2013,BRN-13,CP4-WOTH-1_2013,1,7,1,155,24025,527.7,702.4,667.21,1.29,6.01,0,0.59,1,0,0.25,0.09,1031.45,1031.45,Constructed,L,I,Core
CP4-WOTH-1-13,BRN,CP4,MAH,WOTH,2013,BRN-13,CP4-WOTH-1_2013,1,3,1,158,24964,527.7,702.4,667.21,1.29,6.01,0,0.59,1,0,0.25,0.09,1031.45,1031.45,Constructed,L,I,Core
CP4-WOTH-1-13,BRN,CP4,MAH,WOTH,2013,BRN-13,CP4-WOTH-1_2013,1,4,1,162,26244,527.7,702.4,667.21,1.29,6.01,0,0.59,1,0,0.25,0.09,1031.45,1031.45,Constructed,L,I,Core
CP4-WOTH-1-13,BRN,CP4,MAH,WOTH,2013,BRN-13,CP4-WOTH-1_2013,1,3,1,165,27225,527.7,702.4,667.21,1.29,6.01,0,0.59,1,0,0.25,0.09,1031.45,1031.45,Constructed,L,I,Core
CP4-WOTH-1-13,BRN,CP4,MAH,WOTH,2013,BRN-13,CP4-WOTH-1_2013,1,4,1,169,28561,527.7,702.4,667.21,1.29,6.01,0,0.59,1,0,0.25,0.09,1031.45,1031.45,Constructed,L,I,Core
CP4-WOTH-1-13,BRN,CP4,MAH,WOTH,2013,BRN-13,CP4-WOTH-1_2013,1,3,1,172,29584,527.7,702.4,667.21,1.29,6.01,0,0.59,1,0,0.25,0.09,1031.45,1031.45,Constructed,L,I,Core
CP6-WOTH-1-13,SHT,CP6,MAH,WOTH,2013,SHT-13,CP6-WOTH-1_2013,1,0,1,178,31684,577.31,329.68,298.47,1.4,5.83,0.04,0.57,0.69,0.17,0.26,0.1,188.46,188.46,Old Road,L,I,Core
CP6-WOTH-1-13,SHT,CP6,MAH,WOTH,2013,SHT-13,CP6-WOTH-1_2013,1,4,1,182,33124,577.31,329.68,298.47,1.4,5.83,0.04,0.57,0.69,0.17,0.26,0.1,188.46,188.46,Old Road,L,I,Core
CP6-WOTH-1-13,SHT,CP6,MAH,WOTH,2013,SHT-13,CP6-WOTH-1_2013,1,3,1,185,34225,577.31,329.68,298.47,1.4,5.83,0.04,0.57,0.69,0.17,0.26,0.1,188.46,188.46,Old Road,L,I,Core
CP6-WOTH-1-13,SHT,CP6,MAH,WOTH,2013,SHT-13,CP6-WOTH-1_2013,1,3,1,188,35344,577.31,329.68,298.47,1.4,5.83,0.04,0.57,0.69,0.17,0.26,0.1,188.46,188.46,Old Road,L,I,Core
CP6-WOTH-1-13,SHT,CP6,MAH,WOTH,2013,SHT-13,CP6-WOTH-1_2013,1,1,1,189,35721,577.31,329.68,298.47,1.4,5.83,0.04,0.57,0.69,0.17,0.26,0.1,188.46,188.46,Old Road,L,I,Core
CP6-WOTH-1-13,SHT,CP6,MAH,WOTH,2013,SHT-13,CP6-WOTH-1_2013,1,3,1,192,36864,577.31,329.68,298.47,1.4,5.83,0.04,0.57,0.69,0.17,0.26,0.1,188.46,188.46,Old Road,L,I,Core
CP6-WOTH-1-13,SHT,CP6,MAH,WOTH,2013,SHT-13,CP6-WOTH-1_2013,1,4,1,196,38416,577.31,329.68,298.47,1.4,5.83,0.04,0.57,0.69,0.17,0.26,0.1,188.46,188.46,Old Road,L,I,Core
CP6-WOTH-1-13,SHT,CP6,MAH,WOTH,2013,SHT-13,CP6-WOTH-1_2013,1,4,1,200,40000,577.31,329.68,298.47,1.4,5.83,0.04,0.57,0.69,0.17,0.26,0.1,188.46,188.46,Old Road,L,I,Core
CP9-WOTH-1-13,HDS,CP9,MAH,WOTH,2013,HDS-13,CP9-WOTH-1_2013,1,0,0,170,28900,316.09,382.49,293.47,2.29,0.04,0.5,0.59,0.67,0.13,0.21,0.13,398.4,398.4,Constructed,L,I,Core
CP9-WOTH-1-13,HDS,CP9,MAH,WOTH,2013,HDS-13,CP9-WOTH-1_2013,1,5,0,175,30625,316.09,382.49,293.47,2.29,0.04,0.5,0.59,0.67,0.13,0.21,0.13,398.4,398.4,Constructed,L,I,Core
CP9-WOTH-1-13,HDS,CP9,MAH,WOTH,2013,HDS-13,CP9-WOTH-1_2013,0,3,0,178,31684,316.09,382.49,293.47,2.29,0.04,0.5,0.59,0.67,0.13,0.21,0.13,398.4,398.4,Constructed,L,I,Core
CP9-WOTH-1-13,HDS,CP9,MAH,WOTH,2013,HDS-13,CP9-WOTH-1_2013,NA,11,0,189,35721,316.09,382.49,293.47,2.29,0.04,0.5,0.59,0.67,0.13,0.21,0.13,398.4,398.4,Constructed,L,I,Core
ST3-WOTH-1-13,ST3,ST3,MAH,WOTH,2013,ST3-13,ST3-WOTH-1_2013,1,0,0,142,20164,32.63,436.18,203.06,0.95,2.6,1,0.6,0.7,0.12,0.22,0.11,93.79,93.79,Constructed,L,C,Core
ST3-WOTH-1-13,ST3,ST3,MAH,WOTH,2013,ST3-13,ST3-WOTH-1_2013,1,3,0,145,21025,32.63,436.18,203.06,0.95,2.6,1,0.6,0.7,0.12,0.22,0.11,93.79,93.79,Constructed,L,C,Core
ST3-WOTH-1-13,ST3,ST3,MAH,WOTH,2013,ST3-13,ST3-WOTH-1_2013,1,5,0,150,22500,32.63,436.18,203.06,0.95,2.6,1,0.6,0.7,0.12,0.22,0.11,93.79,93.79,Constructed,L,C,Core
ST3-WOTH-1-13,ST3,ST3,MAH,WOTH,2013,ST3-13,ST3-WOTH-1_2013,1,4,0,154,23716,32.63,436.18,203.06,0.95,2.6,1,0.6,0.7,0.12,0.22,0.11,93.79,93.79,Constructed,L,C,Core
ST3-WOTH-1-13,ST3,ST3,MAH,WOTH,2013,ST3-13,ST3-WOTH-1_2013,0,3,0,157,24649,32.63,436.18,203.06,0.95,2.6,1,0.6,0.7,0.12,0.22,0.11,93.79,93.79,Constructed,L,C,Core
ST3-WOTH-1-13,ST3,ST3,MAH,WOTH,2013,ST3-13,ST3-WOTH-1_2013,NA,4,0,161,25921,32.63,436.18,203.06,0.95,2.6,1,0.6,0.7,0.12,0.22,0.11,93.79,93.79,Constructed,L,C,Core
ST3-WOTH-1-13,ST3,ST3,MAH,WOTH,2013,ST3-13,ST3-WOTH-1_2013,NA,3,0,164,26896,32.63,436.18,203.06,0.95,2.6,1,0.6,0.7,0.12,0.22,0.11,93.79,93.79,Constructed,L,C,Core
ST3-WOTH-1-13,ST3,ST3,MAH,WOTH,2013,ST3-13,ST3-WOTH-1_2013,NA,4,0,168,28224,32.63,436.18,203.06,0.95,2.6,1,0.6,0.7,0.12,0.22,0.11,93.79,93.79,Constructed,L,C,Core
ST3-WOTH-1-13,ST3,ST3,MAH,WOTH,2013,ST3-13,ST3-WOTH-1_2013,NA,3,0,171,29241,32.63,436.18,203.06,0.95,2.6,1,0.6,0.7,0.12,0.22,0.11,93.79,93.79,Constructed,L,C,Core
ST3-WOTH-2-13,ST3,ST3,MAH,WOTH,2013,ST3-13,ST3-WOTH-2_2013,1,0,1,157,24649,147.7,554,185.25,0.95,2.6,1,0.6,0.63,0.16,0.22,0.11,93.79,93.79,Constructed,L,C,Core
ST3-WOTH-2-13,ST3,ST3,MAH,WOTH,2013,ST3-13,ST3-WOTH-2_2013,1,4,1,161,25921,147.7,554,185.25,0.95,2.6,1,0.6,0.63,0.16,0.22,0.11,93.79,93.79,Constructed,L,C,Core
ST3-WOTH-2-13,ST3,ST3,MAH,WOTH,2013,ST3-13,ST3-WOTH-2_2013,1,3,1,164,26896,147.7,554,185.25,0.95,2.6,1,0.6,0.63,0.16,0.22,0.11,93.79,93.79,Constructed,L,C,Core
ST3-WOTH-2-13,ST3,ST3,MAH,WOTH,2013,ST3-13,ST3-WOTH-2_2013,1,4,1,168,28224,147.7,554,185.25,0.95,2.6,1,0.6,0.63,0.16,0.22,0.11,93.79,93.79,Constructed,L,C,Core
ST3-WOTH-2-13,ST3,ST3,MAH,WOTH,2013,ST3-13,ST3-WOTH-2_2013,1,3,1,171,29241,147.7,554,185.25,0.95,2.6,1,0.6,0.63,0.16,0.22,0.11,93.79,93.79,Constructed,L,C,Core
ST3-WOTH-3-13,ST3,ST3,MAH,WOTH,2013,ST3-13,ST3-WOTH-3_2013,1,0,1,183,33489,51.06,422.38,335.16,0.95,2.6,1,0.6,0.78,0.13,0.22,0.1,93.79,93.79,Constructed,L,C,Core
ST3-WOTH-3-13,ST3,ST3,MAH,WOTH,2013,ST3-13,ST3-WOTH-3_2013,1,3,1,186,34596,51.06,422.38,335.16,0.95,2.6,1,0.6,0.78,0.13,0.22,0.1,93.79,93.79,Constructed,L,C,Core
UET-WOTH-1-13,UET,UET,MAH,WOTH,2013,UET-13,UET-WOTH-1_2013,1,0,0,161,25921,39.78,330.39,183.94,1.43,3.93,2.05,0.59,0.57,0.2,0.23,0.1,493.16,493.16,Constructed,H,R,Core
UET-WOTH-1-13,UET,UET,MAH,WOTH,2013,UET-13,UET-WOTH-1_2013,1,3,0,164,26896,39.78,330.39,183.94,1.43,3.93,2.05,0.59,0.57,0.2,0.23,0.1,493.16,493.16,Constructed,H,R,Core
UET-WOTH-1-13,UET,UET,MAH,WOTH,2013,UET-13,UET-WOTH-1_2013,1,4,0,168,28224,39.78,330.39,183.94,1.43,3.93,2.05,0.59,0.57,0.2,0.23,0.1,493.16,493.16,Constructed,H,R,Core
UET-WOTH-1-13,UET,UET,MAH,WOTH,2013,UET-13,UET-WOTH-1_2013,1,3,0,171,29241,39.78,330.39,183.94,1.43,3.93,2.05,0.59,0.57,0.2,0.23,0.1,493.16,493.16,Constructed,H,R,Core
UET-WOTH-1-13,UET,UET,MAH,WOTH,2013,UET-13,UET-WOTH-1_2013,0,5,0,176,30976,39.78,330.39,183.94,1.43,3.93,2.05,0.59,0.57,0.2,0.23,0.1,493.16,493.16,Constructed,H,R,Core
ULN-WOTH-1-13,ULN,ULN,MAH,WOTH,2013,ULN-13,ULN-WOTH-1_2013,1,0,NA,145,21025,45.47,368.18,86.42,1.77,3.87,2,0.58,0.52,0.17,0.24,0.1,493.16,493.16,Old Road,H,R,Core
ULN-WOTH-1-13,ULN,ULN,MAH,WOTH,2013,ULN-13,ULN-WOTH-1_2013,1,5,NA,150,22500,45.47,368.18,86.42,1.77,3.87,2,0.58,0.52,0.17,0.24,0.1,493.16,493.16,Old Road,H,R,Core
ULN-WOTH-1-13,ULN,ULN,MAH,WOTH,2013,ULN-13,ULN-WOTH-1_2013,0,4,NA,154,23716,45.47,368.18,86.42,1.77,3.87,2,0.58,0.52,0.17,0.24,0.1,493.16,493.16,Old Road,H,R,Core
ULN-WOTH-1-13,ULN,ULN,MAH,WOTH,2013,ULN-13,ULN-WOTH-1_2013,NA,3,NA,157,24649,45.47,368.18,86.42,1.77,3.87,2,0.58,0.52,0.17,0.24,0.1,493.16,493.16,Old Road,H,R,Core
ULN-WOTH-1-13,ULN,ULN,MAH,WOTH,2013,ULN-13,ULN-WOTH-1_2013,NA,4,NA,161,25921,45.47,368.18,86.42,1.77,3.87,2,0.58,0.52,0.17,0.24,0.1,493.16,493.16,Old Road,H,R,Core
ULN-WOTH-2-13,ULN,ULN,MAH,WOTH,2013,ULN-13,ULN-WOTH-2_2013,1,0,NA,176,30976,44.49,142.78,40.48,1.77,3.87,2,0.58,0.42,0.2,0.23,0.1,126.08,0,Old Road,H,R,Edge
ULN-WOTH-2-13,ULN,ULN,MAH,WOTH,2013,ULN-13,ULN-WOTH-2_2013,1,1,NA,177,31329,44.49,142.78,40.48,1.77,3.87,2,0.58,0.42,0.2,0.23,0.1,126.08,0,Old Road,H,R,Edge
ULN-WOTH-2-13,ULN,ULN,MAH,WOTH,2013,ULN-13,ULN-WOTH-2_2013,1,2,NA,179,32041,44.49,142.78,40.48,1.77,3.87,2,0.58,0.42,0.2,0.23,0.1,126.08,0,Old Road,H,R,Edge
ULN-WOTH-2-13,ULN,ULN,MAH,WOTH,2013,ULN-13,ULN-WOTH-2_2013,1,4,NA,183,33489,44.49,142.78,40.48,1.77,3.87,2,0.58,0.42,0.2,0.23,0.1,126.08,0,Old Road,H,R,Edge
ULN-WOTH-2-13,ULN,ULN,MAH,WOTH,2013,ULN-13,ULN-WOTH-2_2013,1,5,NA,188,35344,44.49,142.78,40.48,1.77,3.87,2,0.58,0.42,0.2,0.23,0.1,126.08,0,Old Road,H,R,Edge
ULN-WOTH-2-13,ULN,ULN,MAH,WOTH,2013,ULN-13,ULN-WOTH-2_2013,1,2,NA,190,36100,44.49,142.78,40.48,1.77,3.87,2,0.58,0.42,0.2,0.23,0.1,126.08,0,Old Road,H,R,Edge
ULN-WOTH-2-13,ULN,ULN,MAH,WOTH,2013,ULN-13,ULN-WOTH-2_2013,1,3,NA,193,37249,44.49,142.78,40.48,1.77,3.87,2,0.58,0.42,0.2,0.23,0.1,126.08,0,Old Road,H,R,Edge
ULN-WOTH-2-13,ULN,ULN,MAH,WOTH,2013,ULN-13,ULN-WOTH-2_2013,1,4,NA,197,38809,44.49,142.78,40.48,1.77,3.87,2,0.58,0.42,0.2,0.23,0.1,126.08,0,Old Road,H,R,Edge
ULN-WOTH-2-13,ULN,ULN,MAH,WOTH,2013,ULN-13,ULN-WOTH-2_2013,1,3,NA,200,40000,44.49,142.78,40.48,1.77,3.87,2,0.58,0.42,0.2,0.23,0.1,126.08,0,Old Road,H,R,Edge
ULN-WOTH-3-13,ULN,ULN,MAH,WOTH,2013,ULN-13,ULN-WOTH-3_2013,1,0,0,179,32041,39.58,225.31,115.59,1.77,3.87,2,0.58,0.55,0.14,0.23,0.1,493.16,493.16,Old Road,H,R,Core
ULN-WOTH-3-13,ULN,ULN,MAH,WOTH,2013,ULN-13,ULN-WOTH-3_2013,1,4,0,183,33489,39.58,225.31,115.59,1.77,3.87,2,0.58,0.55,0.14,0.23,0.1,493.16,493.16,Old Road,H,R,Core
ULN-WOTH-3-13,ULN,ULN,MAH,WOTH,2013,ULN-13,ULN-WOTH-3_2013,1,5,0,188,35344,39.58,225.31,115.59,1.77,3.87,2,0.58,0.55,0.14,0.23,0.1,493.16,493.16,Old Road,H,R,Core
ULN-WOTH-3-13,ULN,ULN,MAH,WOTH,2013,ULN-13,ULN-WOTH-3_2013,1,2,0,190,36100,39.58,225.31,115.59,1.77,3.87,2,0.58,0.55,0.14,0.23,0.1,493.16,493.16,Old Road,H,R,Core
ULN-WOTH-3-13,ULN,ULN,MAH,WOTH,2013,ULN-13,ULN-WOTH-3_2013,1,3,0,193,37249,39.58,225.31,115.59,1.77,3.87,2,0.58,0.55,0.14,0.23,0.1,493.16,493.16,Old Road,H,R,Core
ULN-WOTH-3-13,ULN,ULN,MAH,WOTH,2013,ULN-13,ULN-WOTH-3_2013,1,4,0,197,38809,39.58,225.31,115.59,1.77,3.87,2,0.58,0.55,0.14,0.23,0.1,493.16,493.16,Old Road,H,R,Core
ULN-WOTH-3-13,ULN,ULN,MAH,WOTH,2013,ULN-13,ULN-WOTH-3_2013,1,3,0,200,40000,39.58,225.31,115.59,1.77,3.87,2,0.58,0.55,0.14,0.23,0.1,493.16,493.16,Old Road,H,R,Core
ULN-WOTH-3-13,ULN,ULN,MAH,WOTH,2013,ULN-13,ULN-WOTH-3_2013,1,4,0,204,41616,39.58,225.31,115.59,1.77,3.87,2,0.58,0.55,0.14,0.23,0.1,493.16,493.16,Old Road,H,R,Core
ULS-WOTH-2-13,ULS,ULS,MAH,WOTH,2013,ULS-13,ULS-WOTH-2_2013,1,0,1,162,26244,154.45,364.28,218.71,1.57,3.73,2,0.6,0.76,0.08,0.23,0.09,493.16,493.16,Old Road,H,R,Core
ULS-WOTH-2-13,ULS,ULS,MAH,WOTH,2013,ULS-13,ULS-WOTH-2_2013,1,3,1,165,27225,154.45,364.28,218.71,1.57,3.73,2,0.6,0.76,0.08,0.23,0.09,493.16,493.16,Old Road,H,R,Core
ULS-WOTH-2-13,ULS,ULS,MAH,WOTH,2013,ULS-13,ULS-WOTH-2_2013,1,3,1,168,28224,154.45,364.28,218.71,1.57,3.73,2,0.6,0.76,0.08,0.23,0.09,493.16,493.16,Old Road,H,R,Core
ULS-WOTH-2-13,ULS,ULS,MAH,WOTH,2013,ULS-13,ULS-WOTH-2_2013,NA,1,1,169,28561,154.45,364.28,218.71,1.57,3.73,2,0.6,0.76,0.08,0.23,0.09,493.16,493.16,Old Road,H,R,Core
